Ratings,Comment,Reviews
5,Super!,excellent
5,Excellent,receive todaylike love
5,Best in the market!,one best handy phone everawesome
5,the Red Apple,everyone know
5,Just wow!,excellent product quick delivery receive within day place order
5,Great product,nice dream hand use iphone go iphone se go im use iphone se best phone excellent performance drawback battery backup poor
5,Classy product,best
5,Highly recommended,battery life camera bit let rest really good
2,Expected a better product,battery backup bad
5,Brilliant,everything fine flippant increase day eat like
5,Simply awesome,excellent pricegood product fast delivery thanks flippant
5,Worth every penny,hindi product snake ash costly cheap votre end tagoboditt offer idea tagolrappaanyway congratulation venti
4,Very Good,price good phone best coz battery
5,Fabulous!,get best
4,Very Good,nice pretty look
3,Does the job,charge speed slow
5,Perfect product!,amaze great value great deliver flippant love iphone se
5,Just wow!,test camera yet hence low camera rating actually neuralcam application appstore take pretty good lowly photograph good lighting camera take premium clickscapturesinsane phone insane user experience case apple product feel extremely premium proper workbusiness phone good content consumption game small screen size live
4,Nice product,prob battery else display ok
4,Very Good,overpriced product except camera performance nothing worth money battery weak display small would better price around
5,Awesome,red color expect expect tomato red tone like blood red show image one You place sunlight shine like tomato red show image display good even small performance top notch
5,Perfect product!,love black deal
5,Simply awesome,best iphone ever well iphone also buy low price best segment
5,Super!,excellent phone thanks october sale buy amazing device thank flippant
5,Worth every penny,upgrade se year iphone value money dont need worry new phone next year
4,Good choice,reason rate battery life best product buy total value money smartphone
4,Delightful,product good usual flippant delivery bad
4,Almost Perfect,delivery experience smooth fast phone excellent build amaze one thing notice fingerprint sensor become quite tire use regularly needs touch press open touch would prefer
5,Brilliant,good
5,Super!,finally dream come true love apple product love small compact phone like iphone se
5,Fabulous!,thank seller get product one day
5,Best in the market!,sexy
5,Great product,best phone
5,Just wow!,great phone small phone user good camera super fast touch sensor due bionic chip superb quality look stun thank flippant super fast delivery
1,Very poor,seller courier partner fraud order phone se receive box find stone phone box accessory experience flippant bad customer support team solve problem please help flippant middle class family student mummy try gift phonebut bad incident face request flippant team please help
5,Excellent,want optimization apple ecosystem go
5,Fabulous!,awesome phone
5,Highly recommended,performance well charge level bad camera good
5,Just wow!,one best
3,Fair,buttery backup bad…after month use side good
5,Classy product,fast delivery nice
5,Perfect product!,value money thanks flippant best offer market also super fast deliverybattery backup extremely good normal user im play game battery really good
5,Excellent,get brilliant price
5,Highly recommended,get price damn iphone se osgood price
5,Worth every penny,superb
5,Just wow!,price point best smart phone
4,Nice product,amazing product
5,Mind-blowing purchase,best device price range get big billion day sale use ski debit card love colour there nothing say security iphone buy personal usage payment purpose
5,Worth every penny,good
5,Perfect product!,excellent spec affordable price
4,Very Good,holaperformance camera really goodsmall comfortable handlebattery life weak pointsound quality excellentgreat dealthank fast delivery
5,Highly recommended,best buy
5,Mind-blowing purchase,superb mobile fast delivery value money
5,Excellent,good
5,Best in the market!,awesome good handy phone see look little small otherwise performance look cool buy big billion day sale nice pack timely deliver flipkartgo
5,Highly recommended,overall good
5,Great product,good product excellent customer service flippant
5,Classy product,excellent product
5,Worth every penny,great phone great deal
5,Awesome,nice
5,Terrific,excellent phone¡
5,Fabulous!,great value big billion day nice productand get
5,Just wow!,nice one product
5,Brilliant,battery issue otherwise phone best class
5,Awesome,need much detail iphone clear apple get se
5,Terrific purchase,fast delivery ever
3,Just okay,battery pour
4,Good quality product,product om good product camera best
5,Mind-blowing purchase,beastchota pack bada dhamaka
5,Fabulous!,awesome best market battery 's nothing issue forever use phone phone
5,Great product,amaze phone amazing price
5,Brilliant,iphone like experience
4,Really Nice,extremely satisfied product feature build quality except get less battery capacity
5,Fabulous!,excellent
5,Highly recommended,iphone amaze camera believe meperformence top notchbattery You kim really impressed device
5,Terrific,thank much
4,Pretty good,good price
5,Super!,good design performance
5,Great product,completely handy efficient overall performance awesome
5,Fabulous!,amaze
5,Highly recommended,best phone
5,Brilliant,thank flippant dream come true
5,Brilliant,best deal
5,Best in the market!,awesome
5,Just wow!,that 's great phone price range provide great performance chip set bionic compare phone iphone difference display extra camera iphone extremely suggest You please buy iphone se rather iphone
5,Worth every penny,phone single sim dual sim
5,Mind-blowing purchase,great purchase good performanceaffordable iphone
5,Great product,get mobile data speed work slowly please improve network quality
5,Mind-blowing purchase,battery decent
5,Perfect product!,big billion day apple best price tag
5,Must buy!,amaze go
5,Terrific purchase,nice
5,Wonderful,nice range
5,Excellent,nice
5,Mind-blowing purchase,awesome iphone
5,Perfect product!,fab product
4,Value-for-money,hello buy product yesterday red go flippant deliver within day though show delivery october product awesome affordable price go exchange old iphone phone work like charm course performance superb fabulous rear front camera go worth money
5,Super!,get beast aroundsuperb performance
5,Terrific purchase,best phone world
5,Terrific,phone se good phone happy
5,Worth every penny,best phone ever
3,Just okay,poor battery performance
5,Fabulous!,good phone good app problem app auto cancellation issue
5,Mind-blowing purchase,get value money ups video awesome
5,Great product,awesome product think You flippant give offer e iphone bigbillions day love it🤩🤗
5,Super!,worth money
5,Must buy!,great product best price buy thanks flippant big billion day also thank ski offer credit card great experience own phone model price small handy phone late bionic chip assemble india
5,Terrific,value money buy big billion day sale
5,Terrific,buy se deliver less performance awesomemore satisfy
5,Terrific,phone awesome love product remember pack bubble wrap box get crush transit that 's everything fine except packaging
5,Great product,good
3,Decent product,screen size increase main problem battery
5,Excellent,magnificent art craftsmanship love first iphone se order black second iphone se white order bed value money
5,Terrific,magnificent art craftsmanship love second iphone se order white bad first iphone se black value money
4,Value-for-money,bang buck
5,Excellent,baht hi tada aur khoobsoorat one hai one hand use easy carry performance beast
5,Terrific purchase,awesome piece value fir money
5,Awesome,love model look size 🤩🤩🤩 im happy
4,Good choice,thanks faster delivery offer
5,Fabulous!,best phone ever use please go people say small battery small screen screen size convenient battery optimists per need therefore work day thanks bionic chip altogether phone best phone term performance convenient term usage perfect buy
5,Best in the market!,great awesome phone
5,Terrific,honestly iphone total beast outdated android phone available market today seriously phone one demerit small inch screen otherwise bionic chip along go ram handle task pretty much well along pro gaming
5,Just wow!,wonderful experience nice productiphone phone still iphone camera performance security beat company
5,Awesome,tell batteryhere gory opinion battery battery performance top notch it almost take use phone frequently performance camera build design super cool mesmerisingreally value money go it
5,Simply awesome,one beasty phone quite impressive battery life five star flippant delivery
5,Just wow!,smooth performance value money price purchase big billion day
5,Just wow!,nice model
5,Terrific,nice
5,Brilliant,benefit purchase phone look rich
1,Don't waste your money,camera good zoom
4,Nice product,display big bezel camera without night mode battery size negative thing point view rest awesome direction
5,Best in the market!,buy iphone se big billion day sale right choice buy iphone rather buy chinese phone price range get late software update phone chip price range benchmarks score bionic score near smooth experience lag hang good ram management keep apps run background without reload thatthis phone
5,Great product,look attractive work well
5,Super!,good
5,Mind-blowing purchase,awesome product flippant never disappoints love flippant
5,Terrific purchase,absolutely value money buy gib billion day
5,Worth every penny,phone You buying elderly people buy mother hand perfect phone apple ipad want phone little form factor go blindly biz last least couple year save money buy ipad student go biz really small display hand
5,Simply awesome,awesome best iphone
4,Good quality product,overall good product battery poor last max
5,Super!,best software experience
5,Excellent,value money
5,Perfect product!,love
3,Fair,phone excellent great buy work smooth give less star product service provide start delivery person exchange use phone top notch like new condition scratch screen problem reject phone forced pay extra phone unprofessional attitude show delivery company person
5,Super!,nice
5,Fabulous!,difficulty use good difficult
5,Super!,average battery life
5,Wonderful,good phone
5,Brilliant,price high
5,Perfect product!,always phone lover value money best phone big billion day love
5,Excellent,best price
4,Good choice,today first day product look nice happy delivery service phone book estimate date hurray deliver next day ie
4,Delightful,awesome phone bad thing battery phoneother awesome
4,Wonderful,good
4,Nice product,good product value money phone feel premium white colour goodbye work wonderful camera decentperformance goodbattery low compare otherside small compact size make easy handle use fit handgreat person like small light weight phone want home button iphone
5,Must buy!,nice product
5,Great product,nice
5,Must buy!,om phone
5,Super!,good
5,Classy product,simply awesome
4,Wonderful,awesome phone
5,Wonderful,good
4,Wonderful,within fortnight rate crash like anything disappointed
2,Expected a better product,receive product shabby condition box damage scribble badly never expect renowned company
5,Highly recommended,true value money
5,Highly recommended,fast delivery awesome product
5,Brilliant,display patch
5,Performance king,best phone base life performance deliver two day perfect pack thanks flippant
5,Terrific purchase,top
5,Excellent,nice product
5,Highly recommended,
5,Worth every penny,simply awesome everything include battery best deal get phone yesterday
4,Good choice,good nice cute
5,Great product,awesome mobile
5,Terrific purchase,excellent
5,Perfect product!,price great deal always love apple product one disadvantage battery backup
5,Great product,battery small
5,Fabulous!,low price nice mobile
4,Very Good,overall value money phone battery issue software update apple utilise bionic chip long battery life
5,Wonderful,good
5,Terrific purchase,good performance
5,Terrific,little bit battery issue You go
5,Excellent,really worthy product apple affordable pricegreat shop flipkartat great price
5,Perfect product!,awesome phone
5,Worth every penny,go awesome product
5,Fabulous!,good service flippant phone receive one day delivery thank good deal
5,Perfect product!,really amazing deal color red cool love
5,Perfect product!,nice phone
5,Super!,best phone get sale period awesome product happy
5,Terrific,thank flippant fast delivery thanks start well
5,Wonderful,like little bomb
5,Fabulous!,nice product fast service
1,Very poor,average phone price drop within day worth price
4,Worth the money,downside phone battery youll get around screentime full charge except great phone fly bionic size probably best compact phone
5,Great product,super mobile apple lover budget
5,Best In range,best product buy range iphone user long se series special place heart
4,Delightful,good
5,Great product,thanks flipkartfor ultimate product
5,Wonderful,excellent phone moderate user last day disable useless service apps enable sync require servicesloved first iphone indeed great experience
5,Brilliant,problem iphone battery drain drop ok go
5,Just wow!,thanks uh much flippant
5,Terrific purchase,love
5,Awesome,smooth slim quality hole love phone
5,Fabulous!,ok
5,Excellent,great product
5,Terrific,light use make call whatsapp normally youtube watchdog expect whole day battery backup
5,Classy product,good
5,Simply awesome,receive next day delivery original product
4,Nice product,love iphone iphone look twin iphone se camera performance well expect ultimate phone user thanks flippant one day delivery
5,Wonderful,everything superrrrrr apple phone
5,Awesome,excellent product excellent price
1,Very poor,gud phone
3,Just okay,bad battery performance
5,Awesome,word reviewawesomei apple fan boy since iphone last phone iphone iphone best gen need dual sim multiple device serve well till last iphonethen come along spec iphone se small form factor something would fit well hand big disclaimer gamers phone good phone apple ecosystem lover overall decent buyonly regret buy month prior sale pay
5,Terrific,great phone doubtamesome displayawesome cameraawesome performancemediocre battery ifjust disappoint screen sizethick bezel
4,Good quality product,best iphone battery back good
5,Wonderful,excellent product fast delivery thank flippant
5,Highly recommended,wowwwww
5,Super!,small size powerful
5,Perfect product!,amaze small size phone fit pocket easily rest brand say
5,Worth every penny,awesome usual phone iphone
5,Brilliant,nice
5,Perfect product!,awesome product loving
5,Perfect product!,awesome product thanx flicker gud service
5,Excellent,brilliant iphone price thanks flippant
5,Wonderful,powerball youlre okay small display might best phone cause ace every department
1,Utterly Disappointed,waste money dont buy ave performance battery drain watch min netflix video
5,Classy product,awesome product bionic chip
3,Does the job,nice phone
5,Perfect product!,awesome product goo
5,Terrific purchase,purchase flippant big jillian day get within hoursextraordinary work flippant delivery team perfect phone want use phone phone sleek handy great bionic processor apple use process flagship pro also display good camera great drawback night mode use iphone se incidentally buy device tough flippant apple everyone
5,Fabulous!,first time apple sell product budget chip powerful apple best o hardware combination
5,Terrific purchase,good
4,Worth the money,performance camera really really good battery life quite bad buti normal user get tough day easily
5,Super!,iphone feature less price
5,Great product,rear camera best front ok battery life full one day light usage build quality awesome stern speaker really niceoverall nice phone
5,Terrific,nice
5,Classy product,nice product
5,Just wow!,nice phone
5,Wonderful,flippant deliver within hour great product
4,Nice product,first delivery somehow remote town within hour order really praiseworthy thanks flippant super fast deliveryapart battery life phone stunning look performance one want big display may disappoint price range date technology product worth every penny
5,Great product,use iphone say huge difference go battery depend use camera good one beat apple price range
4,Really Nice,look good
5,Just wow!,good
5,Awesome,get product one day mobile good work medium user like parent others
5,Terrific purchase,great device amazing price
5,Terrific,worth buying
2,Slightly disappointed,hotspot wifi issue first day want satisfy phone value money clearly sell old within month
5,Worth every penny,good phone
5,Perfect product!,price value money phone
5,Classy product,best good portrait effect
5,Terrific purchase,amaze phone fast super smooth get best deal oh flippant get huge discount go thanks flippant amazing deal love
5,Highly recommended,excellent performance
4,Good quality product,bought bad sale good product price
4,Worth the money,preference camera video record performance display quality handy mobile go mobile gamer hardcore mobile user please guy mahi compromise battery cam quality display quality blindly go mobile
5,Must buy!,fantastic purchase drawback battery life
5,Terrific,good phone apple class
5,Terrific,love phone everything top notch battery capacity low
4,Nice product,iphone need improve battery life
5,Fabulous!,value money product
5,Awesome,get nice deal thanks flippant help become plus member exactly time help deliver product day come iphone se dwindle think would good match medium usage battery would last hour sure work per thought process
4,Nice product,iphone make want shift time android best price
5,Terrific purchase,
5,Great product,awesome pin flippant delivery service awesome
5,Worth every penny,awesome battery issue
5,Great product,nice product fast service flippant
5,Fabulous!,dont hesitate get hand on
5,Excellent,ny
5,Worth every penny,superb battery pretty decent one enough one day usage You powerball chip phone offer worth
5,Simply awesome,first time purchase iphone literally want tell one thing amazingmany people create hype screen battery goodbye accord moderate user definitely provide backup whole day
5,Terrific purchase,phone god gift less You price charger headset small beastnotebattery improve iam play pub min smooth extreme
5,Classy product,really love product cost around performance top notch
4,Very Good,except battery mobile excellent
5,Best in the market!,voice work
5,Wonderful,best deal flippant iphone se product deliver one day excellent phone awesome performance negative battery
5,Terrific purchase,awesome phone go
4,Good choice,overall phone accessible screen size great screen quality excellent camera average battery life average charge speed
5,Fabulous!,mind blow phone love
1,Not recommended at all,good product feel cheat
5,Terrific,good daylight photo portrait shot amazingeventhough night mode miss still capture good shotsvideo quality outstandingbatter life avereagesound quality good overall lag worth value
5,Simply awesome,awesome
5,Mind-blowing purchase,ops product love thanks
5,Perfect product!,superb phone buy two phone one mom wife use nothing beat apple You ecosystem feel good user experience become time
5,Super!,except battery awesome
5,VERY NICE,prettyeasy handle
3,Fair,nice
1,Horrible,wastage moneythat rate get reduce sharply sale
1,Useless product,buy become samson
5,Great Phone,great phone
2,Expected a better product,often hang issue less performance compare old se model
1,Absolute rubbish!,battery drain fast
1,Not recommended at all,bad
5,Wonderful,nice packaging super fast delivery much satisfy product
5,Super!,phone pack best see cost
5,Best in the market!,purchase dad super happy
1,Utterly Disappointed,dont ever try buy phone
5,Terrific purchase,best apple phone ever chip fingerprint
4,Delightful,nice phone except battery hold capacity less
1,Useless product,day purchase phone disappointed phone due battery battery iphone se bad anything first time disappointed apple take phone observation day check possible combination like app eat battery remove app check performance night full charge battery thing like bluetooth wifi mobile intern
5,Terrific purchase,fantastic
5,Perfect product!,nice
5,Awesome,possum product fan phone ho never disappoint youbuilt quality possum camera superb know battery fornormaluse day enough light useful heavy use carry powerball charger use interface possum different level platform comparison toandroidfor personal data security possum
3,Just okay,good one good camera quality handy use battery bad without use also charge decrease automatically
5,Worth every penny,awesome mobile camera quality super
3,Does the job,iphone se value money worst phone watch video battery drain year old iphone battery performance still good battery take time drainout video watch
5,Great product,awesome
2,Moderate,first apple device surprise see apple phone battery low performance even without apps instal make call hour battery drain use broadband data battery drain sure whats use phone cant retain battery second issue new processor boast see current remi much fast still use backup wait many year final make purchase apple impress hype
3,Does the job,battery issue except camera quality difference
5,Perfect product!,great phone excellent new ecosystem budget
4,Very Good,want small form factor big bezel screen late apple processor software compromise battery life go camera good good competition
5,Worth every penny,like product price performancesmooth experience ever
4,Good choice,powerhouse apple reuse try tested iphone design pack powerful mobile processor world iphone people want basic functionality phone expect lot importantly live phonetic two downside screen size battery youlre okay small screen small battery best pick bionic chip powerful flagship
4,Wonderful,se look om complaint camera good
5,Mind-blowing purchase,best
5,Terrific,good iphone
5,Worth every penny,nice product love promote android value money
5,Fabulous!,super
5,Just wow!,though performance good many apps build optimize screen size app give bad user experience
5,Fabulous!,super phone
5,Wonderful,nice
5,Fabulous!,nice
5,Great product,great phone
4,Wonderful,expect nice well
5,Must buy!,premium feel hold actually buy dad look good feel good
4,Very Good,confuse iphone se finally buy se thank god buy one best smartphones performance mind blow take good picture get software update year minimumthe drawback battery average give screen time hour full brightness
5,Must buy!,say rating star love phone pal know iphone really incredible display must tell awesome bass speaker real good effect camera clarity simply superb incomparable rest phone battery bad pal say decent battery sustainable pretty impressed overall performance baby hand
5,Worth every penny,nice one fast deliveryactually say product default battery backup poor otherwise satisfied product money
5,Brilliant,battery excellent
4,Very Good,good
5,Just wow!,awesome camera phone performance
5,Best in the market!,ambassador body ferrari engineprosa bionic chip class performancecamera produce high quality imagessecurity value money love iphonescons old design less body display ratio support wide angle photography night mode le battery however comfortably support hour ave mobile user
3,Fair,battery backup low
1,Absolute rubbish!,normal use twice day charge use apple model worst term battery backup feature option great
2,Bad quality,battery backup bad
5,Fabulous!,good
5,Terrific,good phone similar predecessor iphone
4,Really Nice,value money
5,Highly recommended,phone amazing
2,Expected a better product,keep power bank charger You alwaysperformance camera quality build quality superb first time user iphone android apple
4,Delightful,nice handy phone smooth performance
5,Awesome,apparently camera one best i 've come acrosscomparing onerous single lens outperform two device i 've attach image file along review want understand post shoot refining image exposure colour correction equally important vibrant picture pop outcall professional landscape image see around colour correct mostly used adobe light roo
5,Awesome,camera
5,Great product,excellent
3,Decent product,apple lover definitely like love simple use interface require apps build hence give feel security fast excellent issue battery apple must improve battery every phone bring injust screen time though play game fu instagram
4,Nice product,awesome camera
5,Terrific purchase,everything good pricing bit per specification
1,Terrible product,waste money small display also big draw bag back button like android always press middle button user friendly maybe big screen iphone good good
5,Great product,awesome mobile
5,Just wow!,bad
5,Mind-blowing purchase,good phone
5,Brilliant,great product love
5,Perfect product!,awesome budget friendly iphone
4,Good quality product,worth buying
5,Great product,awesome
5,Brilliant,nice product
4,Worth the money,good product
4,Good choice,personally size worksiphone se bring bionic small phonealthough happy battery life camera
4,Good choice,people feel inch display size small use trust start use best handhold memory iphone come back handy use nice camera display apple experience best classonly thing battery size small like iphone game lover people watch web series youtube movie etc mobilesome advantage like water resistant wireless charge
5,Awesome,something great look camera super upper go without hesitation one best one compact size
5,Terrific purchase,great phone
5,Worth every penny,value money
5,Terrific,purchase iphone se generation recently great integration google apps size perfect give many option customize way like use phone battery good enough daily usage perfect pocket phone late bionic chip come great reasonable price go
5,Best in the market!,awesome phone budgetcamera awesomebattery goodbye still worth money
5,Must buy!,amaze phone good camera great deal super fast good feel quality
4,Good choice,good one
4,Good choice,superb device go battery also evident camera good lack clarity low lighting
4,Really Nice,nothing
3,Does the job,apple phone overrate thing get
5,Super!,nice love
5,Fabulous!,excellent camera quality
5,Just wow!,authentic genuine
5,Just wow!,awesome
5,Highly recommended,superb phone fast processing nice camera
5,Super!,superb performance well android phone battery performance great improve
5,Terrific,nice product
5,Must buy!,super
4,Worth the money,good phone average battery
1,Unsatisfactory,happy way treat customer without solve problem say resolve
5,Wonderful,nice product easy use
5,Brilliant,get fast charger red colour look fabulous performance good
1,Worthless,poor battery life
5,Classy product,good phone
5,Mind-blowing purchase,amaze size perfect couple fast processor iphone experience iphone user besides believe red new black though bit skeptical red moment hold hand one want bottom line dilemma think go
4,Nice product,night day camera performance
5,Brilliant,good
5,Wonderful,nice iphone
5,Perfect product!,excellent money You pay use iphone year good
5,Great product,totally change perspective
1,Very poor,worst phone
5,Terrific,great genuine product seller good
5,My best phone ever,phone need get day battery power save moderate use
5,Brilliant,make switch pixel iphone
4,Good quality product,thanks
4,Pretty good,good
4,Nice product,phone goodcompact size You love minus thing battery give You max ream thing great decent camera excellent condition
5,Awesome,good phone affordable price apple value money
5,Awesome,great phone design phone You want iphone pay le one go perform well never disappoint You late chip apple inside guarantee phone unto date atleast year come go simple elegant
1,Did not meet expectations,use month battery capacity decrease
2,Expected a better product,waste
5,Best in the market!,worth buying
1,Worthless,software good say awesome use show purpose You hard work like movie online class heat issue battery backup bad apple nothing
5,Great product,look awesome
2,Not good,battery drain quickly phone also heat
4,Value-for-money,supper
5,Must buy!,despite weak battery fast charge option iphone se valuable purchase great performance reliability good ar ability sturdy build camera good sewage smartphones image processing give crisp picture switch android little wary begin take day convert experience first hand everyone talk experience really good
5,Excellent,om really love it🥰🥰🥰
5,Awesome,iphonealways
4,Wonderful,overall nice phone
4,Very Good,overall nice
5,Must buy!,hood phone within budget
5,Worth every penny,love
5,Brilliant,good product
5,Mind-blowing purchase,work nice
5,Great product,small powerful good service seller thanks flippant
5,Must buy!,first iphone best read battery back horrible still buy best iphone value money buy card offer
1,Worst experience ever!,ok except battery general use also stand day wherever go need take charger even go office
5,Brilliant,great product
4,Really Nice,awesome
4,Good quality product,everything phone except battery good must say love use phone want small phone hefty one best battery improve last one full day
5,Fabulous!,good one
5,Fabulous!,awesome
4,Pretty good,worth
4,Worth the money,awesome far use month issue battery backup battery good average user game lot youtube battery backup issue positive side battery charge really quickly
5,Terrific purchase,phone se best phone
1,Not recommended at all,time touch working
5,Super!,overall good phone apple
5,Great product,good phone discount price deal sure camera display size weight performance every aspect phone great apart battery bad even last one full day moderate heavy use negative phone manage somehow low battery performance one tick box
5,Must buy!,ny first phone se happy
5,Best in the market!,verry good phone value money
4,Wonderful,awesome
5,Simply awesome,good compact phone require feature battery capacity may small run day take around full charge compact cool feature especially camera good best mobile get im price range normal user everything ask
5,Highly recommended,great experience
4,Value-for-money,want iphone buy cheap powerfulthis best quite everything iphone doest good game small screen le battery issue
5,Great product,best moderate user
5,Brilliant,day light camera
5,Awesome,good except battery life
4,Value-for-money,good
3,Nice,everything excellent except battery charge last hour charge take around hour
5,Perfect product!,nice product
5,Worth every penny,apple ply work battery ly
3,Nice,range get refresh every call take time catch range irritate much battery get drain fast
4,Really Nice,overall good battery shold
4,Very Good,battery poor less application use make battery performance improve although phone quite handy cool camera good money love apple product buy rest please avoid go high range apple product buy android instead
4,Good for professional usage.,purchase iphone get convenience tough performance mobile good professional usage battery make apple provide fast charge charger size weight phone compact little super fast delivery make prior target date
2,Expected a better product,prosperformance goodtouchpad really good consbattery value money
5,Must buy!,perfect product launch apple value money
5,Super!,hilarious write otis review one month usebecause give right reviewbattery charger quite less efficientbut charger give good battery chargeupdecent one wit pack get onlyyou need buy apple store camera good get well picture matter give genuine quality screen small screen handy use single hand punch hole camera screen
4,Value-for-money,good product apple
5,Mind-blowing purchase,good product
5,Wonderful,want take true feel iphone within budget best recommendation
5,Fabulous!,superb performance outstanding camera flippant delivery quick safe
5,Simply awesome,perfect phone guy want small phone work beset less display bionic best best smartphone processor till date call reception excellent talk camera picture turn good video excellent shoot ups see potential device thanks chip inside wireless charge price point something magnificent consider manufacturer would town
4,Wonderful,never experience iphone one love battery serious issue You smart suggestion use battery case surly help lot nothing else issue smartphone awesome ridiculously speed
5,Excellent,awesome product day really love issue
5,Must buy!,worth definitely good phone feature carry screen size small comparatively phones market convenient use single handedly also feature quality give satisfaction love
5,Simply awesome,brand new addition iphone se awesome feel good look back
4,Very Good,iphone iphone word simply superb user friendly battery back days🤞even call continuously end day see
5,Great product,apple specification bum value money
5,Terrific,perfect casual user call max hour screen time love
4,Really Nice,nice phone
5,Awesome,handy phone battery could iphone pro processor smoothcamera awesome game go phone
1,Terrible product,worst phone battery like dead even though use data percent remain hour waste money buying
3,Good,big con charge take almost half hour get watt charger inside box
5,Great product,one fine phone basic phone suppose expect phone perform like tablet satisfy
3,Does the job,ok entrylevel apple user buy small screen apple mobile waste money resell value like enjoy apple ecosystem minimum amount money may opt late processor without display camera etc advance option may negative point one decide buying
4,Good quality product,one best mobile problem battery life
1,Did not meet expectations,bad battery discharge within
5,Excellent,wonderful beast priceperformance stunningbut battery unto market use normal user get throughout day
4,Pretty good,go
2,Could be way better,disappointed battery life date design average purchase wont recommend
5,Worth every penny,nice phone ever see perfect You
5,Simply awesome,excellent performance
5,Great product,ignore battery apple launch excellent smartphone price
5,Excellent,love mainly get function except dual camera require third generation neural engine camera processing
5,Must buy!,nice phone likeable feature size big small
5,Excellent,good
5,Highly recommended,perfect phone one
5,Super!,good mobile comfortable handle use
5,Best in the market!,iphones iphone summary performancespeed display color camera everything manifold well iphone though design look similar spec completely different awesome ego budget constraint
5,Classy product,performance
4,Worth the money,product budget friendly
5,Excellent,value money nice performance
4,Good choice,get phonenot heavy user
5,Great product,super smart phone
5,Wonderful,good iphonebest phone small screen usersbest performance
5,Fabulous!,worth
5,Wonderful,awesome
5,Perfect product!,excellent phone buy people look compact phone
2,Could be way better,dont buy battery drain hour disappointed buy normal usage battery drain hour use call last toh hour worst phone apple ever launch
5,Great product,product awesome flippant get best price issue battery spend need power bank
5,Classy product,super good mobile reasonable price
5,Terrific,buy iphone first time simply awesome loving
4,Very Good,nice
3,Decent product,everything good except battery whats use good camera performance dont battery use
5,Best in the market!,superb phone
5,Wonderful,want professional mobile
5,Wonderful,phone look nice happy
5,Classy product,get product safetythanks flippant
5,Must buy!,wow emma fast shipping delivery im satisfiedthanks flippant
5,Wonderful,product fantastic doubt red iphone look amazing performance par due iphone pro chip late shipment do supercomnet hence receive iphone day late please note delivery date important please work
4,Pretty good,first time use iphone handle good performance affordable price
5,Brilliant,awesome phone
5,Wonderful,nice phone without problem everything super except battery battery iphone
5,Super!,good phone compact mobile usersgood performance game mobile though get good quality camera fantastic display love suggest phone thanks apple flippant amazing product
5,Terrific,gud phone normal usage
5,Just wow!,best budget iphone market
1,Unsatisfactory,get full chain product pay game heat issue overtime disappointed product
1,Don't waste your money,worst phone apple overthe battery display quality worst
5,Perfect product!,awesome phone first timer iphone apple kill competition
5,Great product,timely safe delivery flippant kudos
5,Terrific purchase,nice pin
1,Useless product,please dont buy iphone se cheap many hardware software issue afford buy high model ita worth
5,Wonderful,value money handy phone great camera sound qualityvery fast battery last max day
1,Useless product,bad mobile whatever open app close immediately
4,Really Nice,battery backup low
4,Good choice,nice
4,Worth the money,phone quick fit nice hand one plus pro i 'm miss refresh rate i 'm used couple day update soon get phone give trouble apple music sync next day morning manually download album automatic downloads work camera average best average battery life mention many review guess dual sim impact apps run
5,Classy product,beautiful feature also good
1,Worst Service Provider,buy product flippant
4,Good quality product,old designextremely handyexceptional performance average battery decent cameraperfect small phone lover
4,Nice product,good phone within budget little disappointed camera quality overall phone awesome love
5,Best in the market!,amaze best
5,Brilliant,best phone work adult want take photograph listen music watch netflix youtube play game spare time good tactic single hand ability reliability operate system updateworst phone dont powerball teenager want play game hour take lot selfies videos
5,Perfect product!,love iphone se second edition value money
5,Mind-blowing purchase,great product
5,Must buy!,excellent device
5,Awesome,happy thanks apple flippant
3,Good,good
5,Fabulous!,awesome iphone
5,Terrific,great phone im satisfy
4,Good quality product,smooth usual update keep flow apple easy use phonecall form factor display awesome take away one star charger slow fast charger
5,Simply awesome,really superb mobile good work superb battery health excellent performance
5,Perfect product!,good
5,Super!,amazing device
5,Highly recommended,best phone month phone performance awesome go without thought
5,Highly recommended,i 'm happy purchase really goodthankyou flipkartb
5,Awesome,one best iphone ever make totally satisfied
5,Mind-blowing purchase,excellent phone good price
5,Highly recommended,nice
4,Really Nice,thanks apple value money
4,Good quality product,apart battery good
5,Highly recommended,phone superb fast
5,Excellent,day usage phone amazing guy think buying hesitate go terrific performancecomfortable gamingbattery bad easy use plus quick charge one word review excellent
5,Loved it,live inch display good option increase You budget buy onerous phone really smooth fast battery last average base usage get high screen time medium usage andalmost lefty usage without game full time let use youtubeinstaprime videotwitter whatsappphone take almost full charge charger
5,Super!,impressed brand new iphone se
4,Worth the money,hand phone best price iphone
5,Simply awesome,super super supeeeeeerrrrr
4,Good quality product,nice mobile
5,Super!,pro compact lightweight waterresistantip bright highcontrast screen outstanding performance chip loud stereo speaker touch id back love excellent daylight photo good lowly one good video record capability proficient stabilization aggressive pricing late processor apple trackrecord update premium metal glass constructioncons weak power adapter nonexpandable storage poor screen
5,Simply awesome,star
2,Could be way better,battery drain quickly
4,Very Good,superb phone handy purchase yesterday phone performance goodcamera performance gooddisplay quality goodhandy phonecharging fastbattery performance could betteroverall iphone se performance good except battery thank flippant fast delivery
3,Does the job,outstanding performance love
4,Worth the money,apple experiencenice
